date,pm2.5,temp,dewp,pres,wspm
6/13/2014,109.9166667,31.125,23.00833333,999.1625,2.033333333
6/14/2014,71.58333333,30.6125,23.55416667,995.6208333,1.879166667
6/15/2014,25.58333333,30.02083333,17.875,993.7541667,2.2375
6/16/2014,9.318181818,27.67083333,15.5,997.8291667,1.4625
6/17/2014,16.66666667,28.35,15.3,995.05,1.908333333
6/18/2014,50.45833333,26.81666667,18.84583333,996.7708333,1.445833333
6/19/2014,50.93333333,28.225,16.15833333,996.8666667,1.7125
6/23/2014,97.58333333,29.55833333,20.32916667,993.9083333,2.579166667
6/24/2014,106.25,25.6125,21.58333333,996.8,1.425
6/25/2014,204.875,27.98333333,21.98333333,997.9291667,1.775
6/26/2014,169.7083333,28.30416667,22.31666667,997.3791667,1.808333333
6/27/2014,138.4166667,29.79166667,23.34583333,994.3125,1.425
6/28/2014,108.5,29.04583333,23.1625,992.4125,1.395833333
6/29/2014,23.04166667,24.825,19.17083333,995.875,1.5125
6/30/2014,28.83333333,25.89166667,17.95833333,997.7708333,1.304166667
6/1/2015,72.125,27.15833333,16.4125,999.925,1.941666667
6/2/2015,126.3333333,27.8125,17.9,1001.170833,1.954166667
6/3/2015,77.75,28.24166667,16.13333333,1003.408333,2.0875
6/4/2015,53.20833333,27.9875,16.89166667,1001.608333,2.054166667
6/5/2015,95.375,28.59583333,18.67083333,998.2791667,1.641666667
6/6/2015,94,30.05833333,18.35833333,991.075,1.45
6/7/2015,52.08695652,32.36666667,15.49583333,988.9,1.720833333
6/8/2015,33.04166667,28.16666667,17.20416667,994.8708333,2.404166667
6/9/2015,31.375,26.25416667,16.9,997.075,1.316666667
6/10/2015,35.95833333,22.05833333,19.1,999.1,1.5125
6/11/2015,38.5,23.02916667,19.55,998.6458333,1.291666667
6/12/2015,36.125,22.70833333,19.78333333,997.6833333,1.5125
6/13/2015,63.20833333,23.475,20.57916667,999.075,1.429166667
6/14/2015,73.83333333,24.83333333,21.15,998.625,1.129166667
6/15/2015,144.7916667,25.97083333,22.05,996.3833333,1.525
6/16/2015,52.375,24.775,20.67916667,995.3375,1.579166667
6/17/2015,24.29166667,24.7625,19.65,995.0958333,1.258333333
6/18/2015,41.25,26.25,19.29583333,992.8041667,1.504166667
6/19/2015,70.5,27.55833333,20.75,991.8458333,1.3375
6/20/2015,62.875,29.80833333,20.42083333,994.2208333,1.425
6/21/2015,89.25,27.75416667,22.37083333,995.4916667,1.391666667
6/22/2015,39.125,26.0875,22.25,994.2625,1.129166667
6/23/2015,38.20833333,28.125,21.37916667,992.2791667,1.454166667
6/24/2015,38.95833333,25.05416667,21.37916667,995.5916667,1.408333333
6/25/2015,31.2173913,25.77916667,20.57083333,998.7083333,1.408333333
6/26/2015,65.57142857,24.425,21.32083333,997.8958333,1.1375
6/27/2015,66.41666667,26.76666667,23.075,993.7791667,1.4125
6/28/2015,48.82608696,24.775,19.1125,993.8375,1.470833333
6/29/2015,17.125,27.35416667,16.20833333,992.2875,1.783333333
6/30/2015,36.6,26.45,18.95,993.775,1.616666667
6/1/2016,94.66666667,28.30416667,18.58333333,1001.845833,1.958333333
6/2/2016,82.91666667,28.39583333,21.24583333,999.2375,2.304166667
6/3/2016,65.52173913,30.40416667,22.4875,995.8333333,2.129166667
6/4/2016,80.375,31.1375,22.17083333,993.3833333,1.925
6/5/2016,71.16666667,31.2625,21.575,990.5458333,2.2125
6/6/2016,27.08333333,27.08333333,21.6375,991.4166667,1.675
6/7/2016,12.60869565,29.3875,18.99166667,995.2375,1.466666667
6/8/2016,30.08333333,27.12083333,18.55,997.45,1.625
6/9/2016,28.58333333,21.15,18.89583333,995.6666667,1.345833333
6/10/2016,25.375,21.9875,16.94583333,994.7375,1.020833333
6/11/2016,61.2173913,25.775,18.32083333,997.85,1.383333333
6/12/2016,93.625,25.62083333,20.41666667,998.575,1.6
6/13/2016,63.09090909,23.4625,21.67083333,998.7708333,1.054166667
6/14/2016,26.375,22.125,21.33333333,993.9166667,1.695833333
6/15/2016,15.75,24.125,22.44583333,992.0083333,1.1625
6/16/2016,52.375,27.34166667,23.72916667,992.0416667,1.333333333
6/17/2016,91.41666667,28.65,24.62083333,992.3416667,1.675
6/18/2016,35.625,28.225,23.90833333,995.3666667,1.558333333
6/19/2016,35.125,27.74583333,24.23333333,993.5,1.3875
6/20/2016,17.09090909,28.28333333,20.70833333,994.8958333,1.404166667
6/21/2016,26.16666667,27.76666667,20.1875,993.225,1.779166667
6/22/2016,31.83333333,27.19583333,20.59166667,992.8583333,1.341666667
6/23/2016,103.4583333,28.9625,24.34166667,995.6708333,1.679166667
6/24/2016,112.5909091,27.47916667,24.37083333,999.0375,1.716666667
6/25/2016,39.25,25.7375,22.55833333,1000.25,1.391666667
6/26/2016,52.20833333,28.46666667,23.2875,1000.166667,1.3375
6/27/2016,32.375,29.44583333,21.9375,1000.65,1.408333333
6/28/2016,25.625,29.8375,21.74166667,1000.720833,1.4375
6/29/2016,70.95833333,29.65833333,23.54583333,1000.75,1.8
6/30/2016,62.75,29.525,23.25,1000.5125,1.8
7/1/2013,188.2083333,25,22.78333333,990.3041667,1.095833333
7/2/2013,14.04166667,28.90416667,17.18333333,986.8625,2.3375
7/3/2013,21.04166667,30.14166667,17.00416667,987.1166667,1.2
7/4/2013,15.70833333,28.37916667,16.7625,986.0583333,1.395833333
7/5/2013,17.95833333,29.9375,17.05,989.3416667,1.2375
7/6/2013,54.95833333,28.70416667,19.42083333,992.1166667,1.9
7/7/2013,73.125,26.9375,21.10833333,991.5125,1.566666667
7/8/2013,73.29166667,26.00416667,22.65416667,993.5708333,1.045833333
7/9/2013,73.91666667,24.60416667,22.625,994.675,0.808333333
7/10/2013,20.75,23.47083333,20.55833333,996.6541667,0.904166667
7/11/2013,27.625,25.17083333,19.4875,997.275,0.779166667
7/12/2013,51.875,27.10416667,20.825,996.8666667,1.345833333
7/13/2013,141.9583333,27.88333333,22.6625,998.0416667,1.3
7/14/2013,128,26.70416667,21.50416667,998.6041667,1.9125
7/15/2013,31.20833333,23.55416667,22.66666667,990.5583333,0.8125
7/16/2013,13,27.625,14.47916667,991.475,2.170833333
7/17/2013,33.75,27.2,16.2625,996.4,1.425
7/18/2013,153.7916667,26.25,21.625,995.5333333,1.975
7/19/2013,100.9583333,27.26666667,19.93333333,993.4291667,0.633333333
7/20/2013,41.625,27.64583333,19.325,995.175,1.2625
7/21/2013,84.16666667,27.04166667,21.2375,996.0375,1.329166667
7/22/2013,114.9166667,26.3375,20.84166667,995.2583333,0.870833333
7/23/2013,76.16666667,27.23333333,19.75416667,991.0458333,1.4375
7/24/2013,21.04166667,30.4125,16.375,991.1416667,1.545833333
7/25/2013,22.66666667,30.9125,16.79583333,992.7625,1.8125
7/26/2013,45.58333333,25.675,20.56666667,994.7125,1.033333333
7/27/2013,29.375,22.4625,16.8,1004.770833,1.120833333
7/28/2013,43.29166667,22.53333333,15.52916667,1006.8,1.220833333
7/29/2013,90.58333333,23.41666667,17.12916667,1007.2625,1.275
7/30/2013,54.91666667,19.77083333,17.88333333,1007.266667,1.120833333
7/31/2013,13.33333333,21.58333333,15.29166667,1005.504167,1.491666667
7/1/2014,19.66666667,28.71666667,12.1375,998.5375,1.816666667
7/2/2014,40.375,27.425,14.3875,1000.179167,1.758333333
7/3/2014,63.91666667,27.14583333,15.17916667,999.4708333,1.954166667
7/4/2014,77.625,25.49166667,15.87083333,997.0791667,2.008333333
7/5/2014,22.95833333,26.57916667,16.60833333,994.2125,1.641666667
7/6/2014,11.5,29.37083333,10.94583333,995.6333333,2.0875
7/7/2014,17.95652174,27.2625,11.9625,997.275,1.725
7/8/2014,32.29166667,21.70833333,17.90416667,999.5125,1.329166667
7/9/2014,28.08333333,23.88333333,15.4,998.5,1.979166667
7/10/2014,25.33333333,26.26666667,14.26666667,997.6666667,1.7
7/11/2014,39.20416667,27.77916667,15.39583333,998.7916667,1.754166667
7/12/2014,74,27.25416667,16.5875,1000.991667,2.129166667
7/13/2014,57.41666667,26.82083333,16.72083333,1002.6625,1.741666667
7/14/2014,82.79166667,27.3125,17.67916667,1002.075,1.716666667
7/15/2014,107.5416667,28.17083333,18.7125,999.5541667,1.6375
7/16/2014,120.5833333,27.2,19.7375,998.3333333,1.808333333
7/17/2014,35.83333333,24.47083333,17.70833333,998.6,1.279166667
7/18/2014,64.58333333,26.62916667,18.18333333,996.4333333,1.908333333
7/19/2014,10.125,27,12.7125,998.5416667,2.316666667
7/20/2014,12.08333333,26.60833333,8.316666667,1002.258333,2.320833333
7/21/2014,16.75,27.05,7.55,1003.9375,1.6125
7/22/2014,39.08333333,26.65833333,10.93333333,1004.125,1.8625
7/23/2014,68.39166667,23.67083333,16.92083333,1005.645833,1.579166667
7/24/2014,65.95833333,23.10416667,16.84583333,1006.583333,1.366666667
7/25/2014,115.75,22.75,18.65833333,1005.8125,1.145833333
7/26/2014,35,22.87916667,18.02916667,1004.133333,1.6
7/27/2014,76.35416667,22.4125,18.93333333,1003.720833,1.658333333
7/28/2014,16.58333333,20.275,17.29166667,1001.920833,1.358333333
7/29/2014,14.33333333,23.775,12.44583333,1000.270833,1.658333333
7/30/2014,40.81818182,25.575,13.6,996.0625,1.554166667
7/31/2014,79.83333333,24.59583333,16.975,1000.766667,1.758333333
7/1/2015,44.45833333,24.80833333,19.42916667,998.0625,1.354166667
7/2/2015,92.16666667,25.5375,21.40833333,1003.258333,1.933333333
7/3/2015,29.39130435,24.96666667,18.67916667,1004.004167,1.1625
7/4/2015,43.16666667,27.97083333,19.95833333,1001.670833,1.379166667
7/5/2015,29.86363636,29.20833333,18.22916667,1000.708333,1.316666667
7/6/2015,69.33333333,28.72916667,20.46666667,999.7666667,1.416666667
7/7/2015,59.16666667,29.8,20.09583333,997.2083333,1.470833333
7/8/2015,110.7083333,29.45833333,21.92916667,994.8208333,1.358333333
7/9/2015,46.79166667,28.70416667,16.1875,994.3666667,2.183333333
7/10/2015,16.5,28.64583333,13.3375,996.1625,1.6
7/11/2015,23.33333333,28.52083333,15.825,996.45,1.5625
7/12/2015,81.91666667,28.20833333,18.6375,997.0458333,1.333333333
7/13/2015,52.54166667,26.25416667,18.03333333,1001.345833,1.441666667
7/14/2015,47.08333333,24.4875,18.15,1002.25,1.5
7/15/2015,37.75,26.25416667,15.47083333,999.1833333,1.125
7/16/2015,10.75,27.22083333,12.84583333,996.8583333,1.3625
7/17/2015,9.208333333,27.425,15.04583333,996.6833333,1.9375
7/18/2015,25.83333333,23.66666667,18.34583333,1000.604167,1.6125
7/19/2015,10.5,24.43333333,16.76666667,1002.333333,1.195833333
7/20/2015,12,24.97083333,16.52916667,1001.5125,1.408333333
7/21/2015,9.458333333,25.17916667,16.64583333,1000.5625,1.283333333
7/22/2015,7.826086957,24.3,16.83333333,1000.670833,1.304166667
7/23/2015,12.70833333,25.47083333,16.43333333,998.7333333,1.3875
7/24/2015,29.45833333,25.14583333,16.77083333,1000.083333,1.658333333
7/25/2015,23.33333333,22.70833333,16.94166667,1002.758333,1.583333333
7/26/2015,19.7826087,21.43333333,17.07916667,1004.033333,1.033333333
7/27/2015,7.416666667,21.6,17.1625,1004.2875,1.154166667
7/28/2015,8.625,25.85833333,15.44166667,1004.2125,1.483333333
7/29/2015,12.875,26.07916667,16.04583333,1004.933333,1.4625
7/30/2015,37.125,21.94583333,18.42083333,1003.733333,2.1
7/31/2015,14.70833333,17.7125,16.60833333,1002.254167,1.7875
7/1/2016,83.91666667,29.07083333,23.87916667,997.0416667,1.808333333
7/2/2016,13.04166667,27.0375,22,998.9708333,1.670833333
7/3/2016,20.41666667,27.94166667,19.84583333,1000.770833,1.483333333
7/4/2016,38.66666667,27.725,19.54166667,999.3375,1.754166667
7/5/2016,69.29166667,29.65,23.85833333,997.6333333,1.775
7/6/2016,87.31818182,30.56666667,25.75,997.3458333,1.379166667
7/7/2016,62.19047619,28.0625,24.50416667,996.65,1.3875
7/8/2016,17.79166667,26.22916667,20.3625,997.0708333,1.466666667
7/9/2016,10.95833333,28.7,16.99166667,997.4166667,1.445833333
7/10/2016,13.79166667,24.81666667,18.4625,999.2125,1.495833333
7/11/2016,19.5,25.83333333,19.0125,996.55,1.7625
7/12/2016,43.29166667,24.60833333,21.17916667,995.4041667,1.05
7/13/2016,55.43478261,22.90416667,22.20833333,993.175,0.995833333
7/14/2016,12.125,27.94166667,19.9625,996.7333333,1.725
7/15/2016,37.375,26.77916667,21.1125,999.9,1.379166667
7/16/2016,40.45833333,28.28333333,21.625,1000.3875,1.541666667
7/17/2016,54.16666667,28.22916667,20.7375,1002.325,1.7
7/18/2016,65.70833333,25.92916667,21.17916667,998.125,1.579166667
7/19/2016,63.69565217,27.44583333,21.61666667,995.6708333,1.308333333
7/20/2016,9.625,27.025,11.54583333,1002.383333,3.029166667
7/21/2016,7.583333333,23.83333333,8.283333333,1007.583333,1.7
7/22/2016,11.52173913,23.75416667,10.42083333,1004.145833,1.725
7/23/2016,8.875,26.3,7.716666667,1003.1875,2.4625
7/24/2016,14.79166667,24.3875,11.47083333,1003.029167,1.304166667
7/25/2016,19.95833333,25.5,13.3,997.1541667,1.541666667
7/26/2016,11.5,27.35416667,5.208333333,988.5833333,2.5375
7/27/2016,6.818181818,24.475,5.808333333,987.8291667,2.120833333
7/28/2016,9.125,23.78690476,13.3375,993.7291667,1.516666667
7/29/2016,16.125,24.89583333,15.66666667,998.175,1.5
7/30/2016,86.41666667,24.25833333,18.5875,1000.8,1.4375
7/31/2016,27,24.19166667,15.01666667,1001.4875,1.795833333
8/1/2013,58.16666667,21.72083333,16.4,1007.154167,1.629166667
8/2/2013,54.625,22.76666667,15.20416667,1007.975,1.0875
8/3/2013,70.58333333,21.20416667,16.60416667,1007.733333,1.008333333
8/4/2013,69.29166667,21.35,17.4,1003.966667,1.041666667
8/5/2013,39.58333333,22.82916667,11.56666667,1003.658333,1.483333333
8/6/2013,58.83333333,21.88333333,13.8125,1005.504167,1.0625
8/7/2013,137,21.375,17.4,1002.729167,0.816666667
8/8/2013,72.29166667,19.38333333,18.25416667,997.6666667,0.729166667
8/9/2013,30.70833333,23.42083333,11.54583333,999.8916667,1.466666667
8/10/2013,21.45833333,20.4125,7.8625,1004.945833,1.129166667
8/11/2013,43.20833333,20.68333333,14.25833333,1002.816667,1.041666667
8/12/2013,89.54166667,20.59583333,17.59583333,1006.333333,0.595833333
8/13/2013,115,21.44583333,19.26666667,1009.933333,1.1625
8/14/2013,107.5416667,21.89166667,19.13333333,1004.395833,0.6375
8/15/2013,22.25,22.47083333,11.925,1006.554167,1.05
8/16/2013,29.91666667,22.7375,14.03333333,1006.5875,0.958333333
8/17/2013,77.70833333,20.09583333,16.51666667,1006.354167,0.804166667
8/18/2013,23.08333333,16.1,8.941666667,1010.1875,1.675
8/19/2013,6.333333333,16.20833333,1.166666667,1013.3,1.816666667
8/20/2013,10.45833333,17.47916667,-0.441666667,1011.425,1.858333333
8/21/2013,35.5,16.375,5.979166667,1007.825,1.1125
8/22/2013,138.4583333,17.2375,10.37083333,1002.6375,1.025
8/23/2013,273.875,16.04166667,12.10833333,1002.633333,0.958333333
8/24/2013,245.875,17.27083333,14.50416667,1008.916667,0.454166667
8/25/2013,136.2916667,18.6625,16.45,1009.75,0.808333333
8/26/2013,65.54166667,18.12916667,13.89583333,1008.358333,0.904166667
8/27/2013,12.54545455,17.275,2.766666667,1011.991667,1.720833333
8/28/2013,54.45833333,15.525,8.804166667,1009.245833,1.408333333
8/29/2013,118.125,17.31666667,12.59583333,1005.366667,0.908333333
8/30/2013,272.1666667,17.79166667,13.49583333,1010.991667,0.95
8/31/2013,199.9583333,16.7,14.00416667,1013.608333,0.983333333
8/1/2014,138.9166667,25.0625,18.82083333,1001.858333,1.883333333
8/2/2014,152.5833333,24.89166667,17.0375,999.0208333,1.429166667
8/3/2014,7.958333333,24.225,4.554166667,1001.370833,1.791666667
8/4/2014,27.25,22.8375,10,1001.291667,1.583333333
8/5/2014,60.375,22.94583333,12.4,1004.820833,1.854166667
8/6/2014,68.58333333,21.26666667,14.8875,1005.291667,1.408333333
8/7/2014,87.25,20.975,16.41666667,1005.891667,0.979166667
8/8/2014,78.95833333,22.42083333,14.47083333,1005.279167,1.595833333
8/9/2014,25.375,21.0625,6.775,1008.375,1.633333333
8/10/2014,12.43478261,20.74583333,2.670833333,1009.375,1.533333333
8/11/2014,22.875,17.825,6.8875,1009.416667,1.1875
8/12/2014,80.45833333,17.84583333,11.12916667,1011.575,1.229166667
8/13/2014,61.70833333,19.80416667,7.858333333,1010.15,1.454166667
8/14/2014,73.79166667,19,11.8875,1003.291667,1.570833333
8/15/2014,94.83333333,21.37916667,14.48333333,1001.35,1.408333333
8/16/2014,95.70833333,21.84166667,14.375,1008.075,1.558333333
8/17/2014,87.04166667,19.925,16.1375,1009.570833,1.325
8/18/2014,35.04166667,17.49166667,15.86666667,1008.545833,1.05
8/19/2014,25.125,19.8,14.9375,1007.279167,1.333333333
8/20/2014,89.5,18.32916667,14.99166667,1007.179167,1.508333333
8/21/2014,113.7916667,18.25833333,15.3875,1002.3875,1.775
8/22/2014,15.25,20.475,8.0875,1007.141667,1.9
8/23/2014,59,18.05833333,12.12916667,1007.158333,1.145833333
8/24/2014,48.79166667,18.39166667,5.591666667,1010.7125,2.1
8/25/2014,23.70833333,12.54583333,1.304166667,1016.475,1.65
8/26/2014,58.5,10.55,7.266666667,1007.370833,0.975
8/27/2014,42.79166667,14.4125,8.808333333,1004.304167,1.4375
8/28/2014,75.45833333,14.20416667,10.4625,1008.516667,1.316666667
8/29/2014,80.5,14.69583333,12.8625,1010.129167,1.608333333
8/30/2014,23.125,15.79166667,3.029166667,1015.658333,2.1125
8/31/2014,24.875,14.67083333,2.145833333,1014.870833,1.354166667
8/1/2015,14.125,21.99583333,14.88333333,1004.329167,1.233333333
8/2/2015,19.875,22.975,14.99583333,1004.291667,1.341666667
8/3/2015,38.70833333,22.1625,14.75,1006.108333,1.266666667
8/4/2015,21.125,21.9625,14.82083333,1010.4875,1.491666667
8/5/2015,7.875,16.63333333,13.40833333,1013.041667,1.279166667
8/6/2015,6.904761905,17.30416667,10.73333333,1007.304167,1.420833333
8/7/2015,8.625,19.79166667,5.625,1007.983333,2.758333333
8/8/2015,13.875,22.54166667,8.9125,1007.025,1.658333333
8/9/2015,54.25,20.3875,12.35,1009.320833,1.470833333
8/10/2015,98.75,19.87083333,12.24583333,1010.7625,1.3375
8/11/2015,107.25,20.45416667,13.27083333,1009.191667,1.329166667
8/12/2015,136.875,21.6375,15.53333333,1008.166667,1.083333333
8/13/2015,51.29166667,23.7,13.96666667,1007.675,1.616666667
8/14/2015,12.33333333,21.65416667,9.858333333,1008.095833,1.3875
8/15/2015,78.13043478,20.48333333,14.56666667,1004.275,1.141666667
8/16/2015,103.7083333,21.84166667,14.49166667,1002.45,1.541666667
8/17/2015,131.3333333,19.5125,16.0125,1000.979167,1.395833333
8/18/2015,28.08333333,19.625,14.77083333,1000.591667,1.0625
8/19/2015,78.45833333,19.37916667,15.84583333,1000.7625,1.345833333
8/20/2015,20.9047619,19.01666667,6.670833333,1002.358333,2.058333333
8/21/2015,25.375,18.03333333,8.2875,1004.395833,1.079166667
8/22/2015,36.25,21.05,11.02083333,1005.558333,1.358333333
8/23/2015,38.30434783,17.0125,14.65416667,1013.979167,1.083333333
8/24/2015,39.31818182,14.91666667,13.325,1019.975,1.008333333
8/25/2015,32.83333333,14.95,12.5,1010.383333,1.120833333
8/26/2015,21.66666667,17.04583333,2.729166667,1003.695833,4.2125
8/27/2015,56.08333333,18.92083333,5.129166667,1002.15,2.558333333
8/28/2015,21.8,18.6875,6.675,1010.720833,1.7
8/1/2016,11,25.2,12.65,999.6333333,1.8125
8/2/2016,37.61538462,23.35833333,15.16666667,997.2291667,1.8625
8/3/2016,13.04166667,23.71666667,10.9625,997.6416667,2.029166667
8/4/2016,11.75,24.44583333,10.375,999.6291667,1.7375
8/5/2016,13.95833333,24.82083333,10.84583333,1001.170833,1.6625
8/6/2016,21.83333333,21.61666667,16.20833333,1004.954167,1.579166667
8/7/2016,27.5,22.64583333,15.875,1008.175,1.3875
8/8/2016,85.33333333,22.47083333,17.6625,1008.825,1.395833333
8/9/2016,90.54166667,22.375,17.79565217,1007.513043,1.620833333
8/10/2016,35.54166667,24.159375,15.92083333,1005.439583,1.391666667
8/11/2016,107.5,23.91666667,18.77083333,1003.716667,1.4875
8/12/2016,33.91666667,20.59583333,16.77083333,1008.983333,1.1
8/13/2016,20.29166667,18.10833333,15.79583333,1011.433333,1.4625
8/14/2016,8.75,18.87916667,9.3625,1012.766667,1.583333333
8/15/2016,16.54166667,19.37083333,9.404166667,1011.191667,1.470833333
8/16/2016,50.91666667,17.49583333,12.72916667,1010.352083,1.1625
8/17/2016,81,18.43854167,14.16666667,1006.510417,1.125
8/18/2016,103.2916667,20.98541667,16.40416667,1002.916667,1.3375
8/19/2016,72.33333333,21.85645833,17.2,1001.264583,1.3875
8/20/2016,136,21.69342105,17.98421053,1004.960526,1.068421053
8/21/2016,51.625,19.61968599,17.56086957,1005.16087,1.220833333
8/22/2016,20.45833333,17.578125,5.141666667,1012.525,3.266666667
8/23/2016,11.38095238,14.84895833,1.304166667,1016.916667,1.420833333
8/24/2016,38.17391304,14.45416667,5.754166667,1010.514583,1.345833333
8/25/2016,92.125,16.98333333,9.020833333,1006.35,1.308333333
8/26/2016,164.6666667,18.8,11.8625,1005.716667,1.254166667
8/27/2016,171.3333333,18.91666667,12.7125,1003.866667,1.204166667
8/28/2016,141.625,21.91666667,15.3125,1001.970833,1.3125
8/29/2016,33.20833333,16.39166667,12.52083333,1006.445833,1.841666667
8/30/2016,48.5,15.81666667,12.55833333,1009.333333,1.383333333
8/31/2016,68.25,14.75,12.74166667,1015.895833,1.583333333
